# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
11338000 294.221 105022 0.835621 2321.44 47.1802 47.1802 47.1802
11339000 292.67 105016 0.835671 2265.49 47.1793 47.1793 47.1793
11340000 292.526 105010 0.83572 2285.14 47.1784 47.1784 47.1784
11341000 292.601 105003 0.83577 2273.25 47.1774 47.1774 47.1774
11342000 293.453 104997 0.83582 2281.66 47.1765 47.1765 47.1765
11343000 292.865 104991 0.835869 2294.37 47.1756 47.1756 47.1756
11344000 294.561 104985 0.835919 2299.87 47.1746 47.1746 47.1746
11345000 291.834 104978 0.835969 2234.87 47.1737 47.1737 47.1737
11346000 291.627 104972 0.836018 2255.66 47.1728 47.1728 47.1728
11347000 293.383 104966 0.836068 2310.59 47.1718 47.1718 47.1718
11348000 296.237 104960 0.836118 2349.46 47.1709 47.1709 47.1709
11349000 292.941 104953 0.836167 2288.21 47.17 47.17 47.17
11350000 291.488 104947 0.836217 2255.82 47.169 47.169 47.169
11351000 290.455 104941 0.836267 2231.23 47.1681 47.1681 47.1681
11352000 292.748 104935 0.836317 2290.72 47.1672 47.1672 47.1672
11353000 293.349 104928 0.836366 2319.3 47.1662 47.1662 47.1662
11354000 292.242 104922 0.836416 2265 47.1653 47.1653 47.1653
11355000 293.103 104916 0.836466 2272.03 47.1644 47.1644 47.1644
11356000 291.043 104910 0.836516 2234.25 47.1634 47.1634 47.1634
11357000 294.914 104904 0.836565 2317.21 47.1625 47.1625 47.1625
11358000 294.858 104897 0.836615 2298.2 47.1616 47.1616 47.1616
11359000 292.276 104891 0.836665 2260.16 47.1606 47.1606 47.1606
11360000 293.632 104885 0.836715 2283.03 47.1597 47.1597 47.1597
11361000 292.593 104879 0.836764 2266.2 47.1587 47.1587 47.1587
11362000 294.986 104872 0.836814 2313.45 47.1578 47.1578 47.1578
11363000 291.905 104866 0.836864 2241.61 47.1569 47.1569 47.1569
11364000 294.563 104860 0.836914 2310.35 47.1559 47.1559 47.1559
11365000 295.071 104854 0.836963 2322.58 47.155 47.155 47.155
11366000 293.463 104847 0.837013 2256.64 47.1541 47.1541 47.1541
11367000 295.507 104841 0.837063 2305.64 47.1531 47.1531 47.1531
11368000 293.392 104835 0.837113 2252.12 47.1522 47.1522 47.1522
11369000 295.095 104829 0.837163 2335.33 47.1513 47.1513 47.1513
11370000 293.564 104822 0.837212 2287.27 47.1503 47.1503 47.1503
11371000 293.179 104816 0.837262 2264.05 47.1494 47.1494 47.1494
11372000 292.76 104810 0.837312 2253 47.1485 47.1485 47.1485
11373000 293.597 104804 0.837362 2272.93 47.1475 47.1475 47.1475
11374000 295.14 104798 0.837412 2296.34 47.1466 47.1466 47.1466
11375000 295.592 104791 0.837461 2285.68 47.1457 47.1457 47.1457
11376000 292.633 104785 0.837511 2238.72 47.1447 47.1447 47.1447
11377000 293.533 104779 0.837561 2249.72 47.1438 47.1438 47.1438
11378000 294.616 104773 0.837611 2257.77 47.1429 47.1429 47.1429
11379000 295.313 104766 0.837661 2308.78 47.1419 47.1419 47.1419
11380000 292.058 104760 0.83771 2249.17 47.141 47.141 47.141
11381000 293.86 104754 0.83776 2290.68 47.1401 47.1401 47.1401
11382000 293.989 104748 0.83781 2307.73 47.1391 47.1391 47.1391
11383000 293.961 104741 0.83786 2310.93 47.1382 47.1382 47.1382
11384000 294.489 104735 0.83791 2303.75 47.1372 47.1372 47.1372
