# Time-averaged data for fix dave
# TimeStep v_rho
12125000 0.781886
12126000 0.781888
12127000 0.781889
12128000 0.78189
12129000 0.781892
12130000 0.781893
12131000 0.781895
12132000 0.781896
12133000 0.781897
12134000 0.781899
12135000 0.7819
12136000 0.781901
12137000 0.781903
12138000 0.781904
12139000 0.781905
12140000 0.781907
12141000 0.781908
12142000 0.781909
12143000 0.781911
12144000 0.781912
12145000 0.781913
12146000 0.781915
12147000 0.781916
12148000 0.781917
12149000 0.781919
12150000 0.78192
12151000 0.781921
12152000 0.781923
12153000 0.781924
12154000 0.781925
12155000 0.781926
12156000 0.781928
12157000 0.781929
12158000 0.78193
12159000 0.781932
12160000 0.781933
12161000 0.781934
12162000 0.781935
12163000 0.781937
12164000 0.781938
12165000 0.781939
12166000 0.78194
12167000 0.781942
12168000 0.781943
12169000 0.781944
12170000 0.781945
12171000 0.781946
12172000 0.781948
12173000 0.781949
12174000 0.78195
12175000 0.781951
12176000 0.781952
12177000 0.781954
12178000 0.781955
12179000 0.781956
12180000 0.781957
12181000 0.781958
12182000 0.78196
12183000 0.781961
12184000 0.781962
12185000 0.781963
12186000 0.781964
12187000 0.781965
12188000 0.781967
12189000 0.781968
12190000 0.781969
12191000 0.78197
12192000 0.781971
12193000 0.781972
12194000 0.781973
12195000 0.781975
12196000 0.781976
12197000 0.781977
12198000 0.781978
12199000 0.781979
12200000 0.78198
12201000 0.781981
12202000 0.781982
12203000 0.781983
12204000 0.781985
12205000 0.781986
12206000 0.781987
12207000 0.781988
12208000 0.781989
12209000 0.78199
12210000 0.781991
12211000 0.781992
12212000 0.781993
12213000 0.781994
12214000 0.781995
12215000 0.781996
12216000 0.781997
12217000 0.781998
12218000 0.782
12219000 0.782001
12220000 0.782002
12221000 0.782003
12222000 0.782004
12223000 0.782005
12224000 0.782006
12225000 0.782007
12226000 0.782008
12227000 0.782009
12228000 0.78201
12229000 0.782011
12230000 0.782012
12231000 0.782013
12232000 0.782014
12233000 0.782015
12234000 0.782016
12235000 0.782017
12236000 0.782018
12237000 0.782019
12238000 0.78202
12239000 0.782021
12240000 0.782022
12241000 0.782023
12242000 0.782024
12243000 0.782025
12244000 0.782026
12245000 0.782027
12246000 0.782028
12247000 0.782028
12248000 0.782029
12249000 0.78203
12250000 0.782031
12251000 0.782032
12252000 0.782033
12253000 0.782034
12254000 0.782035
12255000 0.782036
12256000 0.782037
12257000 0.782038
12258000 0.782039
12259000 0.78204
12260000 0.782041
12261000 0.782041
12262000 0.782042
12263000 0.782043
12264000 0.782044
12265000 0.782045
12266000 0.782046
12267000 0.782047
12268000 0.782048
12269000 0.782049
12270000 0.78205
12271000 0.78205
12272000 0.782051
12273000 0.782052
12274000 0.782053
12275000 0.782054
12276000 0.782055
12277000 0.782056
12278000 0.782056
12279000 0.782057
12280000 0.782058
12281000 0.782059
12282000 0.78206
12283000 0.782061
12284000 0.782062
12285000 0.782062
12286000 0.782063
12287000 0.782064
12288000 0.782065
12289000 0.782066
12290000 0.782067
12291000 0.782067
12292000 0.782068
12293000 0.782069
12294000 0.78207
12295000 0.782071
12296000 0.782071
12297000 0.782072
12298000 0.782073
12299000 0.782074
12300000 0.782075
12301000 0.782075
12302000 0.782076
12303000 0.782077
12304000 0.782078
12305000 0.782079
12306000 0.782079
12307000 0.78208
12308000 0.782081
12309000 0.782082
12310000 0.782082
12311000 0.782083
12312000 0.782084
12313000 0.782085
12314000 0.782085
12315000 0.782086
12316000 0.782087
12317000 0.782088
12318000 0.782088
12319000 0.782089
12320000 0.78209
12321000 0.782091
12322000 0.782091
12323000 0.782092
12324000 0.782093
12325000 0.782094
12326000 0.782094
12327000 0.782095
12328000 0.782096
12329000 0.782097
12330000 0.782097
12331000 0.782098
12332000 0.782099
12333000 0.782099
12334000 0.7821
12335000 0.782101
12336000 0.782101
12337000 0.782102
12338000 0.782103
12339000 0.782104
12340000 0.782104
12341000 0.782105
12342000 0.782106
12343000 0.782106
12344000 0.782107
12345000 0.782108
12346000 0.782108
12347000 0.782109
12348000 0.78211
12349000 0.78211
12350000 0.782111
12351000 0.782112
12352000 0.782112
12353000 0.782113
12354000 0.782114
12355000 0.782114
12356000 0.782115
12357000 0.782116
12358000 0.782116
12359000 0.782117
12360000 0.782117
12361000 0.782118
12362000 0.782119
12363000 0.782119
12364000 0.78212
12365000 0.782121
12366000 0.782121
12367000 0.782122
12368000 0.782122
12369000 0.782123
12370000 0.782124
12371000 0.782124
12372000 0.782125
12373000 0.782126
12374000 0.782126
12375000 0.782127
12376000 0.782127
12377000 0.782128
12378000 0.782129
12379000 0.782129
12380000 0.78213
12381000 0.78213
