# Time-averaged data for fix state_variables
# TimeStep c_thermo_temp v_vol v_rho v_etotal v_a v_b v_c
242000 291.91 1.85361e+07 0.00473446 6020.88 264.651 264.651 264.651
243000 292.534 1.85315e+07 0.00473565 6032.22 264.629 264.629 264.629
244000 293.487 1.85268e+07 0.00473685 6044.58 264.606 264.606 264.606
245000 291.813 1.85221e+07 0.00473804 6021.81 264.584 264.584 264.584
246000 294.403 1.85175e+07 0.00473923 6086.82 264.562 264.562 264.562
247000 292.677 1.85128e+07 0.00474042 6025.86 264.54 264.54 264.54
248000 290.521 1.85082e+07 0.00474162 5958.27 264.518 264.518 264.518
249000 293.757 1.85035e+07 0.00474281 6033.97 264.495 264.495 264.495
250000 291.817 1.84989e+07 0.004744 6012.5 264.473 264.473 264.473
251000 294.503 1.84942e+07 0.0047452 6045.88 264.451 264.451 264.451
252000 295.059 1.84895e+07 0.00474639 6074.19 264.429 264.429 264.429
253000 295.266 1.84849e+07 0.00474759 6094.63 264.407 264.407 264.407
254000 292.222 1.84802e+07 0.00474879 6021.41 264.384 264.384 264.384
255000 293.24 1.84756e+07 0.00474998 6010.33 264.362 264.362 264.362
256000 293.843 1.84709e+07 0.00475118 6011.19 264.34 264.34 264.34
257000 294.011 1.84663e+07 0.00475237 6045.65 264.318 264.318 264.318
258000 293.339 1.84616e+07 0.00475357 6034.13 264.296 264.296 264.296
259000 294.669 1.8457e+07 0.00475477 6048.52 264.273 264.273 264.273
260000 293.53 1.84523e+07 0.00475597 6025.45 264.251 264.251 264.251
261000 293.071 1.84477e+07 0.00475717 6036.04 264.229 264.229 264.229
262000 293.545 1.8443e+07 0.00475837 6039.56 264.207 264.207 264.207
263000 290.763 1.84384e+07 0.00475956 5968.37 264.185 264.185 264.185
264000 294.314 1.84337e+07 0.00476076 6051.86 264.162 264.162 264.162
265000 294.745 1.84291e+07 0.00476196 6067.45 264.14 264.14 264.14
266000 293.413 1.84244e+07 0.00476317 6039.01 264.118 264.118 264.118
267000 292.351 1.84198e+07 0.00476437 6013.61 264.096 264.096 264.096
268000 292.222 1.84152e+07 0.00476557 6008.52 264.074 264.074 264.074
269000 294.255 1.84105e+07 0.00476677 6039.73 264.051 264.051 264.051
270000 294.391 1.84059e+07 0.00476797 6064.85 264.029 264.029 264.029
271000 292.739 1.84012e+07 0.00476917 6026.85 264.007 264.007 264.007
272000 292.993 1.83966e+07 0.00477038 6032.21 263.985 263.985 263.985
273000 290.662 1.83919e+07 0.00477158 5990.47 263.963 263.963 263.963
274000 292.198 1.83873e+07 0.00477278 6017.73 263.941 263.941 263.941
275000 291.469 1.83827e+07 0.00477399 5962.12 263.918 263.918 263.918
276000 294.521 1.8378e+07 0.00477519 6049.15 263.896 263.896 263.896
277000 291.832 1.83734e+07 0.0047764 5989.96 263.874 263.874 263.874
278000 292.821 1.83688e+07 0.0047776 6015.7 263.852 263.852 263.852
279000 293.514 1.83641e+07 0.00477881 6033.47 263.83 263.83 263.83
280000 291.879 1.83595e+07 0.00478002 5982.38 263.807 263.807 263.807
281000 294.613 1.83549e+07 0.00478122 6055.2 263.785 263.785 263.785
282000 292.11 1.83502e+07 0.00478243 6001.07 263.763 263.763 263.763
283000 292.676 1.83456e+07 0.00478364 6022.97 263.741 263.741 263.741
284000 292.106 1.8341e+07 0.00478484 5976.53 263.719 263.719 263.719
285000 290.016 1.83363e+07 0.00478605 5938.64 263.696 263.696 263.696
286000 294.946 1.83317e+07 0.00478726 6049.77 263.674 263.674 263.674
287000 292.746 1.83271e+07 0.00478847 6038.92 263.652 263.652 263.652
288000 292.805 1.83224e+07 0.00478968 5991.19 263.63 263.63 263.63
289000 292.967 1.83178e+07 0.00479089 6002.74 263.608 263.608 263.608
290000 292.782 1.83132e+07 0.0047921 5978.31 263.585 263.585 263.585
291000 293.978 1.83086e+07 0.00479331 6040.97 263.563 263.563 263.563
292000 293.849 1.83039e+07 0.00479452 6055.91 263.541 263.541 263.541
293000 294.807 1.82993e+07 0.00479573 6078.66 263.519 263.519 263.519
294000 293.706 1.82947e+07 0.00479695 6030.95 263.497 263.497 263.497
295000 293.062 1.82901e+07 0.00479816 5980.22 263.474 263.474 263.474
296000 291.353 1.82855e+07 0.00479937 5961.92 263.452 263.452 263.452
297000 293.893 1.82808e+07 0.00480058 6025.86 263.43 263.43 263.43
298000 291.882 1.82762e+07 0.0048018 5959.06 263.408 263.408 263.408
299000 291.63 1.82716e+07 0.00480301 5965.81 263.386 263.386 263.386
300000 292.471 1.8267e+07 0.00480423 5983.18 263.363 263.363 263.363
301000 291.466 1.82624e+07 0.00480544 5949.58 263.341 263.341 263.341
302000 292.235 1.82577e+07 0.00480666 5963.38 263.319 263.319 263.319
303000 292.995 1.82531e+07 0.00480787 5990.86 263.297 263.297 263.297
304000 292.593 1.82485e+07 0.00480909 6026.95 263.275 263.275 263.275
305000 293.424 1.82439e+07 0.0048103 6019.62 263.252 263.252 263.252
306000 292.171 1.82393e+07 0.00481152 5997.65 263.23 263.23 263.23
307000 290.513 1.82347e+07 0.00481274 5952.24 263.208 263.208 263.208
308000 291.679 1.82301e+07 0.00481396 5976 263.186 263.186 263.186
309000 293.625 1.82254e+07 0.00481517 5989.55 263.164 263.164 263.164
310000 291.158 1.82208e+07 0.00481639 5941.46 263.142 263.142 263.142
311000 293.849 1.82162e+07 0.00481761 6022.52 263.119 263.119 263.119
312000 292.697 1.82116e+07 0.00481883 5988.74 263.097 263.097 263.097
313000 289.939 1.8207e+07 0.00482005 5916.9 263.075 263.075 263.075
314000 291.825 1.82024e+07 0.00482127 5939.03 263.053 263.053 263.053
315000 293.019 1.81978e+07 0.00482249 5962.03 263.031 263.031 263.031
316000 294.188 1.81932e+07 0.00482371 6012.21 263.008 263.008 263.008
317000 294.997 1.81886e+07 0.00482493 6021.9 262.986 262.986 262.986
318000 293.558 1.8184e+07 0.00482615 5992.25 262.964 262.964 262.964
319000 292.861 1.81794e+07 0.00482738 5971.48 262.942 262.942 262.942
320000 293.702 1.81748e+07 0.0048286 6000.93 262.92 262.92 262.92
321000 294.888 1.81702e+07 0.00482982 6042.24 262.897 262.897 262.897
322000 293.758 1.81656e+07 0.00483105 5995.57 262.875 262.875 262.875
323000 292.349 1.8161e+07 0.00483227 5975.03 262.853 262.853 262.853
324000 292.641 1.81564e+07 0.00483349 5969.76 262.831 262.831 262.831
325000 294.504 1.81518e+07 0.00483472 6027.58 262.809 262.809 262.809
326000 294.477 1.81472e+07 0.00483594 5999.05 262.786 262.786 262.786
327000 293.708 1.81426e+07 0.00483717 6003.45 262.764 262.764 262.764
328000 290.953 1.8138e+07 0.00483839 5967.92 262.742 262.742 262.742
329000 292.392 1.81334e+07 0.00483962 5994.13 262.72 262.72 262.72
330000 292.559 1.81288e+07 0.00484085 6006.44 262.698 262.698 262.698
331000 292.719 1.81242e+07 0.00484207 6009.7 262.675 262.675 262.675
