# Time-averaged data for fix dave
# TimeStep v_rho
126257000 0.765117
126258000 0.765118
126259000 0.765115
126260000 0.765115
126261000 0.765121
126262000 0.765118
126263000 0.765112
126264000 0.765104
126265000 0.765102
126266000 0.765094
126267000 0.765091
126268000 0.765084
126269000 0.765078
126270000 0.765072
126271000 0.765069
126272000 0.765064
126273000 0.765064
126274000 0.765067
126275000 0.76507
126276000 0.765068
126277000 0.765067
126278000 0.765069
126279000 0.765073
126280000 0.765082
126281000 0.765087
126282000 0.765087
126283000 0.765086
126284000 0.765092
126285000 0.765093
126286000 0.765094
126287000 0.765094
126288000 0.765098
126289000 0.7651
126290000 0.765096
126291000 0.765091
126292000 0.765092
126293000 0.765087
126294000 0.765079
126295000 0.765077
126296000 0.765073
126297000 0.765069
126298000 0.765068
126299000 0.765065
126300000 0.765065
126301000 0.765065
126302000 0.765069
126303000 0.76507
126304000 0.765074
126305000 0.765076
126306000 0.765079
126307000 0.765077
126308000 0.765079
126309000 0.765081
126310000 0.765083
126311000 0.765085
126312000 0.765089
126313000 0.765089
126314000 0.765085
126315000 0.765085
126316000 0.765084
126317000 0.765078
126318000 0.765074
126319000 0.765075
126320000 0.765068
126321000 0.765067
126322000 0.765064
126323000 0.76506
126324000 0.765056
126325000 0.765051
126326000 0.765049
126327000 0.765045
126328000 0.765044
126329000 0.76504
126330000 0.765032
126331000 0.765026
126332000 0.76502
126333000 0.765016
126334000 0.765011
126335000 0.765012
126336000 0.76501
126337000 0.765006
126338000 0.765005
126339000 0.765004
126340000 0.765001
126341000 0.764994
126342000 0.764988
126343000 0.764983
126344000 0.764982
126345000 0.764975
126346000 0.764975
126347000 0.764971
126348000 0.764972
126349000 0.764968
126350000 0.764965
126351000 0.764965
126352000 0.764962
126353000 0.76496
126354000 0.764957
126355000 0.764956
126356000 0.764959
126357000 0.764957
126358000 0.764959
126359000 0.76496
126360000 0.764959
126361000 0.764962
126362000 0.764962
126363000 0.764964
126364000 0.764967
126365000 0.764971
126366000 0.764968
126367000 0.764963
126368000 0.764962
126369000 0.764962
126370000 0.764965
126371000 0.76497
126372000 0.764976
126373000 0.76498
126374000 0.764976
126375000 0.764979
126376000 0.764981
