# Time-averaged data for fix output_pressure
# TimeStep v_pxx v_pyy v_pzz v_pxy v_pxz v_pyz c_thermo_press
10256000 -58.7273 -249.25 -212.88 -112.158 -23.9724 -46.149 -173.619
10257000 41.934 -103.197 -266.803 97.6134 -46.8384 -68.5677 -109.355
10258000 -75.9653 -4.60331 -235.627 67.1298 30.6564 -22.9564 -105.398
10259000 3.36044 -10.6652 -176.196 224.07 12.0968 66.3785 -61.167
10260000 40.113 -77.9187 -339.265 76.3601 29.3322 65.2642 -125.69
10261000 -6.24199 -94.192 -204.441 8.19708 -41.0701 87.7906 -101.625
10262000 47.5869 -193.731 -169.688 50.1235 -38.8246 44.9336 -105.278
10263000 145.151 -211.498 -239.705 -26.4805 9.08967 103.599 -102.017
10264000 -49.5582 -101.655 -257.424 45.5094 20.4232 76.6303 -136.212
10265000 4.46185 -75.8206 -174.13 2.16261 -15.0822 -13.3132 -81.8295
10266000 62.6076 -146.757 -174.25 27.456 -19.5407 56.8084 -86.1331
10267000 16.4581 -266.932 -186.943 40.8801 37.9575 -58.1807 -145.806
10268000 103.537 -306.298 -79.6965 -47.3893 6.60906 -19.8917 -94.1524
10269000 26.8718 -130.008 -115.778 -24.7155 39.5287 -19.2478 -72.9715
10270000 7.45034 -13.0634 -225.63 -20.1636 -11.1452 -73.646 -77.0812
10271000 35.4687 94.9474 -124.484 -5.05069 -69.3087 -52.6018 1.97739
10272000 -44.078 -141.507 -202.775 38.5712 35.1139 50.0019 -129.453
10273000 34.7127 -112.027 -194.048 20.0146 78.4092 -41.3191 -90.4539
10274000 59.4415 -221.046 -267.371 -15.2218 -49.508 -38.5024 -142.992
10275000 -81.5045 -299.71 -243.943 -4.23568 2.26154 -37.0132 -208.386
10276000 -217.774 -233.318 -335.082 -59.2868 -36.6703 -57.0288 -262.058
10277000 -78.8168 -369.637 -287.595 -64.8413 -17.1043 54.5101 -245.35
10278000 -121.574 -130.199 -154.152 35.473 -6.81834 -28.1977 -135.309
10279000 0.0598991 -257.872 -343.002 -11.4224 44.2579 106.882 -200.271
10280000 -167.031 -135.274 -119.938 -14.8768 -3.88462 -36.1745 -140.747
10281000 -112.33 -85.8125 -157.639 1.64979 12.4646 -3.29069 -118.594
10282000 -108.517 -287.756 -172.931 8.46825 -37.8376 37.7546 -189.735
10283000 4.23271 -80.5029 -301.489 53.293 46.1398 -2.22859 -125.92
10284000 -130.346 -191.559 -398.1 -67.372 135.824 -82.2089 -240.002
10285000 46.2787 -172.893 -226.945 -14.9393 107.926 -33.7668 -117.853
10286000 -33.9289 -349.273 -185.21 65.3192 37.5178 37.1834 -189.471
10287000 -66.9559 -199.776 -40.6028 11.9251 136.618 56.2847 -102.445
10288000 -41.5106 -2.38167 -55.8623 -86.8565 26.6011 58.8465 -33.2515
10289000 -111.659 -12.5725 -123.725 -89.0648 91.6308 -71.2034 -82.6522
10290000 -57.6916 -208.806 -264.473 -139.166 69.5275 -88.3152 -176.99
10291000 -38.9643 -38.8125 -74.6138 9.47491 -12.8901 -77.6031 -50.7968
10292000 -189.976 2.49177 -186.276 40.5597 30.5448 -47.0064 -124.587
10293000 1.20656 -110.835 -189.025 49.3624 -19.2952 8.58678 -99.551
10294000 -15.9766 -183.382 -118.301 -6.05001 15.5147 -31.7482 -105.886
10295000 -106.834 -81.0241 -315.397 -93.7944 -60.5461 -29.6844 -167.752
10296000 -82.4967 -190.814 -229.969 -22.4866 27.0877 -105.305 -167.76
10297000 -139.328 -324.108 -387.171 -16.0828 62.531 0.24001 -283.536
10298000 -86.7175 -187.143 -273.871 14.3564 90.1241 -9.29359 -182.577
10299000 -76.927 -45.8551 -266.419 147.978 76.7011 -120.716 -129.734
10300000 -67.4069 -123.034 -395.303 14.6965 58.2276 -92.8305 -195.248
10301000 -275.445 -246.462 -389.401 49.3676 -5.14446 -95.6579 -303.769
10302000 -111.686 -122.943 -265.592 93.9994 -5.60086 -142.918 -166.74
10303000 -215.028 40.8011 -209.434 134.122 -72.756 -179.305 -127.887
10304000 -335.937 -169.984 -359.709 63.8273 -74.7036 -73.1954 -288.544
10305000 -96.7479 -136.348 -318.488 197.749 50.7518 -34.4103 -183.861
10306000 -15.0695 -97.5118 -156.702 149.105 37.115 -67.0643 -89.7611
10307000 -165.371 -115.611 -235.526 155.331 85.5561 32.5295 -172.17
10308000 18.9359 -156.187 -94.3578 68.4133 7.6265 18.9562 -77.2029
10309000 -200.235 -65.8297 -364.233 90.5777 43.2851 3.03943 -210.099
10310000 -220.056 -158.184 -229.967 131.143 112.467 54.7936 -202.736
10311000 -304.483 -324.271 -438.785 -0.762296 18.8665 50.4511 -355.846
10312000 -289.137 -347.644 -240.056 44.6957 57.8116 -63.365 -292.279
10313000 -93.5693 -181.05 -280.708 58.3878 10.8966 -32.9229 -185.109
10314000 -278.675 -139.981 -450.167 61.1085 -37.0303 6.47893 -289.608
10315000 -201.974 -120.559 -272.956 84.8099 -11.7949 39.6293 -198.497
10316000 -180.66 -203.642 -281.593 74.1808 -46.0558 -41.9963 -221.965
10317000 -171.925 -362.916 -219.44 86.0391 -2.38292 57.3851 -251.427
10318000 27.0304 -111.35 -178.544 108.712 96.5209 -0.665953 -87.6212
10319000 76.3103 76.9029 -72.0258 83.388 61.6865 56.5991 27.0625
10320000 -36.624 -131.893 -193.967 77.927 0.243845 8.67181 -120.828
10321000 -46.3963 -88.2061 -83.0831 27.1584 2.36121 -80.8562 -72.5618
10322000 -10.3049 -198.051 -80.0806 75.5223 -87.106 6.95276 -96.1456
10323000 -172.507 -196.88 -137.375 -1.76909 -43.1866 59.0825 -168.921
10324000 -7.44067 -252.171 -140.213 -8.14316 -15.0418 19.4968 -133.275
10325000 -89.2979 -217.66 -179.917 61.2255 -38.1989 -17.2746 -162.291
10326000 -113.01 -50.4569 -122.217 29.6414 64.0381 -33.6806 -95.2278
10327000 -185.053 -408.14 -142.18 -51.3912 -23.2722 -101.201 -245.125
10328000 -179.549 -202.198 -71.7787 -33.3193 -85.7354 -92.0698 -151.175
10329000 -105.029 -156.028 -22.0206 26.4125 -83.4295 -53.5533 -94.3592
10330000 29.5848 -119.219 -5.57449 -44.9869 46.7891 -17.0443 -31.7364
10331000 -211.948 -305.103 -196.76 -64.2616 -36.3258 74.2639 -237.937
10332000 -158.36 -140.242 -99.3192 -38.2149 -98.445 -33.9349 -132.64
10333000 -189.163 15.0804 -81.35 12.0534 -12.3359 -33.385 -85.1444
10334000 46.5262 40.6112 -65.2435 11.2533 -4.98526 0.721287 7.29794
10335000 115.134 -30.9896 4.58017 -15.8351 -37.2636 16.1795 29.5747
10336000 -62.7284 -125.782 -172.191 -85.7635 20.3735 -21.226 -120.234
10337000 -50.2936 33.517 -92.014 -4.95342 86.9659 -32.6111 -36.2635
10338000 -30.3594 -49.6407 -184.483 56.8995 42.9951 -1.271 -88.161
10339000 109.865 93.5272 -106.316 85.7772 5.10384 -33.3869 32.3587
10340000 136.074 -21.5586 -191.736 50.5339 -42.1006 27.6657 -25.7402
10341000 -87.9889 25.5928 -136.807 2.12767 -139.549 -65.4289 -66.401
10342000 -187.608 -59.0696 13.1128 -81.3421 -85.0261 -55.8251 -77.8551
10343000 -104.771 -189.419 -319.302 21.3551 63.666 35.7991 -204.497
10344000 -139.023 -165.917 -189.561 -106.68 -19.5328 1.16941 -164.833
